text,font_size,bold,italic,y_position,page_number,label,lang
Ceci est une phrase d'exemple en français sur un certain sujet.,13.78,0,1,59.93,12,Other,fr
4.3.12 Sección anidada,12.66,1,1,76.02,25,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.28,1,0,161.78,6,Other,hi
10. Section principale,16.24,0,0,671.14,12,H1,fr
2.2 Sous-section,14.17,0,1,586.36,19,H2,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.01,0,1,106.6,20,Other,hi
8.6.11 Nested Section,14.72,0,0,181.27,25,H3,en
16. Section principale,19.47,1,0,450.52,33,H1,fr
6.15.11 Verschachtelter Abschnitt,15.5,1,0,170.34,20,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.27,0,0,156.23,28,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,13.29,0,0,390.46,31,Other,fr
20.7 Sous-section,16.19,0,0,604.68,7,H2,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.88,0,0,560.41,29,Other,de
2.8.8 Sección anidada,12.42,0,0,316.07,38,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.84,0,0,491.18,31,Other,fr
2.15 Sous-section,14.96,0,0,152.31,15,H2,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.9,0,0,458.56,31,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.74,0,0,149.92,5,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.03,0,1,521.96,36,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.08,0,0,763.17,14,Other,hi
6.15 Subsección,14.45,1,1,89.24,36,H2,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.05,0,0,283.93,23,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.51,1,1,709.61,37,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.68,0,1,623.58,17,Other,fr
4.15 उप अनुभाग,17.68,1,1,796.9,12,H2,hi
9.8 Subsección,16.24,1,0,616.97,24,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.54,0,1,306.76,20,Other,hi
This is an example sentence in English about a certain topic.,13.47,1,0,193.06,40,Other,en
This is an example sentence in English about a certain topic.,13.82,0,0,194.14,40,Other,en
9. Hauptabschnitt,16.51,0,0,459.67,0,H1,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.23,0,0,732.14,33,Other,de
20.1.8 Sección anidada,13.48,0,1,283.08,2,H3,es
Esta es una frase de ejemplo en español sobre un tema determinado.,12.51,0,0,445.5,36,Other,es
17.13.5 Sección anidada,15.67,0,1,581.42,30,H3,es
18.14 Unterabschnitt,15.89,0,0,752.57,30,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.34,0,1,512.95,4,Other,de
15.12 Subsección,16.37,1,0,239.69,30,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.23,0,0,70.94,16,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13,0,1,59.21,22,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.83,0,0,562.4,28,Other,hi
This is an example sentence in English about a certain topic.,12.97,1,0,694.86,26,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.01,0,0,335.22,3,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.2,0,1,330.89,27,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.37,1,0,440.08,20,Other,fr
4.2 Sous-section,16.13,1,1,526.25,11,H2,fr
1.10.6 Sección anidada,13.92,0,1,242.89,6,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.67,1,0,93.24,33,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.94,0,1,636.24,14,Other,fr
16.10.3 नेस्टेड अनुभाग,12.79,0,1,305.43,25,H3,hi
This is an example sentence in English about a certain topic.,11.95,0,1,356.77,0,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.12,0,1,500.45,5,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.9,1,0,215.89,4,Other,es
This is an example sentence in English about a certain topic.,10.1,0,0,631.93,15,Other,en
20. Major Section,17.68,0,1,667.14,4,H1,en
15.8.11 नेस्टेड अनुभाग,12.88,1,0,95.02,36,H3,hi
13. Major Section,18.77,1,1,161.07,7,H1,en
16.1 Subsection,17.85,0,0,329.74,23,H2,en
Kapitel 9: Einführung in etwas,23.49,1,0,252.01,32,Title,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.89,0,1,538.38,10,Other,fr
17.6 Sous-section,14.79,1,0,560.25,19,H2,fr
2.9 Subsection,14.25,0,0,561.83,4,H2,en
1.10.4 Section imbriquée,14.71,0,0,396.84,4,H3,fr
6.13 Sous-section,14.57,1,0,506.25,12,H2,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,13.68,0,0,371.2,1,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.35,0,0,485.76,24,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,12.38,1,1,178.06,21,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.54,0,0,52.34,28,Other,hi
10.1 Unterabschnitt,16.1,1,0,514.66,39,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.87,0,1,280.27,5,Other,de
7. Sección principal,18.59,1,0,421.91,22,H1,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.55,0,1,490.62,14,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.03,0,0,142.54,21,Other,de
16.12.3 नेस्टेड अनुभाग,15.53,0,1,584.76,27,H3,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.96,0,0,721.11,4,Other,de
3.10.10 Sección anidada,15.32,0,0,257.26,16,H3,es
4.13 Unterabschnitt,16.26,1,1,557.1,15,H2,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,14,0,1,212.73,19,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,12.36,1,0,393.4,4,Other,es
This is an example sentence in English about a certain topic.,10.95,0,0,382.89,15,Other,en
6.15.10 नेस्टेड अनुभाग,13.62,0,0,711.51,24,H3,hi
12.2 Sous-section,14.99,1,0,526.24,19,H2,fr
This is an example sentence in English about a certain topic.,12.15,0,0,488.5,14,Other,en
13. Section principale,18.95,0,0,354.93,21,H1,fr
Ceci est une phrase d'exemple en français sur un certain sujet.,13.11,1,0,602.53,10,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.53,0,0,403.03,37,Other,hi
Chapter 14: Introduction to Something,24.66,1,0,119.03,14,Title,en
This is an example sentence in English about a certain topic.,12.34,1,1,337.23,11,Other,en
13.9 Sous-section,14.99,0,0,642.94,33,H2,fr
4.11.10 Sección anidada,12.22,0,1,226.14,16,H3,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.8,1,0,557.96,8,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.88,1,0,771.69,30,Other,hi
6.8 उप अनुभाग,15.52,1,0,705.95,6,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.47,0,0,480.38,27,Other,de
This is an example sentence in English about a certain topic.,13.23,0,0,710.9,3,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.54,0,1,252.28,20,Other,fr
This is an example sentence in English about a certain topic.,13.5,0,0,724.72,15,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,10.98,0,1,235.71,0,Other,es
6.12.2 Verschachtelter Abschnitt,14.45,1,0,509.64,2,H3,de
3.6.8 Sección anidada,12.79,0,0,755.49,24,H3,es
20. Hauptabschnitt,18.6,1,1,71.99,0,H1,de
This is an example sentence in English about a certain topic.,11.41,0,1,392.09,17,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,13.8,1,0,572.41,16,Other,fr
19.11.8 Nested Section,14.04,1,0,679.42,21,H3,en
This is an example sentence in English about a certain topic.,13.2,1,0,129.34,16,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.76,0,0,236.53,29,Other,de
9.15.5 Verschachtelter Abschnitt,12.7,0,0,211.58,4,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.62,0,0,238.07,23,Other,hi
14.7.3 Nested Section,14.96,0,0,445.95,8,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.15,0,0,316.65,35,Other,de
6.9 Unterabschnitt,16.08,0,1,226.3,15,H2,de
8. Section principale,18.84,1,0,459.71,8,H1,fr
16. Sección principal,18.14,1,0,141.31,7,H1,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.24,0,0,572.49,0,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.92,1,1,428.17,40,Other,de
This is an example sentence in English about a certain topic.,12.67,0,1,268.27,37,Other,en
15.5 Unterabschnitt,16.16,0,0,322.84,33,H2,de
14. Section principale,17.45,1,0,307.06,9,H1,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.36,1,0,317.51,32,Other,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.8,0,0,92.84,26,Other,de
20.10.10 Section imbriquée,12.74,1,1,547.93,39,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.49,0,0,701.11,34,Other,hi
7.1.6 Verschachtelter Abschnitt,14.06,1,0,347.99,0,H3,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.86,0,0,219.82,1,Other,hi
11.2.8 Nested Section,12.34,0,0,77.38,29,H3,en
9.5 Subsección,15.58,1,0,530.91,18,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,12.94,0,1,434.51,10,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.74,0,0,190.51,2,Other,hi
This is an example sentence in English about a certain topic.,10.51,0,0,366.42,32,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.96,1,0,220.22,23,Other,hi
13. Sección principal,19.58,1,1,569.16,23,H1,es
16.1 Sous-section,17.7,1,1,614.64,17,H2,fr
5. Hauptabschnitt,17.29,1,0,735.69,3,H1,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.64,0,0,612.34,0,Other,de
12.15 Subsección,17.54,0,0,662.57,14,H2,es
This is an example sentence in English about a certain topic.,13.81,1,0,717.3,31,Other,en
6.6 Subsección,15.35,1,1,341.4,5,H2,es
This is an example sentence in English about a certain topic.,13.08,0,0,217.51,40,Other,en
This is an example sentence in English about a certain topic.,10.95,1,1,224.13,6,Other,en
10.7 Unterabschnitt,16.22,1,0,222.17,8,H2,de
16.1.11 Nested Section,12.93,1,1,399.77,9,H3,en
14.10 Subsection,16.84,0,0,513.36,33,H2,en
Esta es una frase de ejemplo en español sobre un tema determinado.,11.69,0,1,60.85,37,Other,es
This is an example sentence in English about a certain topic.,10.28,0,0,636.21,25,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.14,0,0,782.61,1,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.82,0,1,305.65,30,Other,fr
14.11.7 Section imbriquée,13.46,0,1,306.31,19,H3,fr
2.10 उप अनुभाग,17.81,0,0,746.13,38,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.59,0,1,281.82,4,Other,de
12.12 Unterabschnitt,17.4,1,0,657.35,24,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.33,0,1,518.56,36,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,12.84,1,0,393.51,18,Other,es
Chapter 20: Introduction to Something,25.26,1,1,102.95,1,Title,en
Esta es una frase de ejemplo en español sobre un tema determinado.,12.82,0,0,607.68,38,Other,es
11. Major Section,19.5,0,0,480.46,24,H1,en
This is an example sentence in English about a certain topic.,13.67,0,1,721.49,13,Other,en
Ceci est une phrase d'exemple en français sur un certain sujet.,11.61,0,0,267.14,4,Other,fr
12.11 उप अनुभाग,14.38,1,0,649.22,31,H2,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.22,0,0,672.84,14,Other,fr
13.11 उप अनुभाग,14.25,0,0,594.51,4,H2,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,12.68,1,0,330.4,23,Other,es
2.10.1 Sección anidada,15.39,0,0,753.12,28,H3,es
10. Section principale,18.2,0,1,430.86,14,H1,fr
This is an example sentence in English about a certain topic.,13.35,0,1,120.91,28,Other,en
16.6 Subsection,16.43,1,1,480.73,6,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,10.22,0,0,451.91,19,Other,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.8,1,1,650.5,35,Other,es
9.5 Subsection,14.49,0,0,307.14,2,H2,en
9.11 Sous-section,15.09,1,1,185.91,7,H2,fr
This is an example sentence in English about a certain topic.,12.09,0,0,607.51,12,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.91,0,1,258.92,10,Other,hi
18.15.7 Section imbriquée,14.78,0,0,677.47,28,H3,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.63,0,0,414.12,24,Other,es
17.4.12 Nested Section,14.59,0,0,751.06,19,H3,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.7,0,0,414.15,32,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.93,0,1,504.86,33,Other,de
This is an example sentence in English about a certain topic.,13.15,0,0,127.59,30,Other,en
4.4 Subsección,17.17,1,1,693.89,36,H2,es
Chapitre 5 : Introduction à quelque chose,23.41,1,0,217.75,27,Title,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,11.51,1,0,291.1,8,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.67,0,0,57.19,1,Other,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.77,1,0,623.82,37,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,13.41,1,1,508.28,12,Other,fr
20. Major Section,18.15,1,0,608.65,26,H1,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.52,1,0,611.84,0,Other,de
16. Sección principal,18.69,1,1,602.54,29,H1,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.47,0,0,680.32,19,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.3,0,1,575.41,36,Other,hi
This is an example sentence in English about a certain topic.,10.35,1,0,737.73,29,Other,en
16. Sección principal,17.64,0,1,57.55,22,H1,es
Ceci est une phrase d'exemple en français sur un certain sujet.,13.33,0,0,136.11,33,Other,fr
8.10 Unterabschnitt,14.3,1,0,702.35,3,H2,de
This is an example sentence in English about a certain topic.,12.16,0,1,615.92,1,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.94,1,0,752.46,13,Other,hi
14.13 Subsección,16.23,1,1,303.76,3,H2,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.23,0,0,64.3,30,Other,hi
5.11.11 Section imbriquée,13.89,1,1,376.61,36,H3,fr
7.7.11 नेस्टेड अनुभाग,12.89,1,1,576.3,39,H3,hi
This is an example sentence in English about a certain topic.,10.76,1,0,505.41,15,Other,en
20.6 Subsection,14.02,0,0,568.12,23,H2,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.57,0,0,349.17,5,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.88,0,1,87.57,38,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,10.65,1,1,134.52,35,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.7,0,1,350.65,30,Other,hi
11.5 Unterabschnitt,15.91,1,0,180.59,33,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.5,1,0,632.58,24,Other,hi
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.21,0,0,585.66,3,Other,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,12.18,0,0,356.91,8,Other,es
19.13 Unterabschnitt,16.42,0,0,559.95,16,H2,de
Esta es una frase de ejemplo en español sobre un tema determinado.,11.15,1,0,734.76,35,Other,es
6.2 Sous-section,14.16,0,0,719.1,3,H2,fr
17. Section principale,19.62,0,1,286.45,15,H1,fr
Esta es una frase de ejemplo en español sobre un tema determinado.,10.39,0,0,393.86,2,Other,es
Ceci est une phrase d'exemple en français sur un certain sujet.,11.47,0,0,399.95,35,Other,fr
6.5.3 Verschachtelter Abschnitt,13.16,1,0,351.12,33,H3,de
19.5 Subsection,17.7,0,0,614.85,16,H2,en
14.3.4 Sección anidada,14.53,0,0,453.03,12,H3,es
4.6.12 नेस्टेड अनुभाग,15.63,0,1,463.69,35,H3,hi
7. मुख्य अनुभाग,17.81,1,1,763.54,35,H1,hi
4.10 Unterabschnitt,17.56,0,1,219.79,39,H2,de
This is an example sentence in English about a certain topic.,11.3,0,0,707.83,14,Other,en
10.10 Subsection,17.56,0,1,469.61,14,H2,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.1,0,0,502.5,7,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11,1,0,733.7,38,Other,hi
3.3.11 Section imbriquée,14.07,1,1,341.35,40,H3,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.95,1,0,234.48,11,Other,hi
This is an example sentence in English about a certain topic.,13.87,1,0,319.27,23,Other,en
11.3.1 Nested Section,16,0,1,740.09,19,H3,en
2.5.6 Verschachtelter Abschnitt,15.08,0,0,304.6,3,H3,de
Ceci est une phrase d'exemple en français sur un certain sujet.,12.78,0,1,724.57,26,Other,fr
20.12 उप अनुभाग,14.77,1,1,636.95,0,H2,hi
9. मुख्य अनुभाग,19.33,1,1,473.32,38,H1,hi
This is an example sentence in English about a certain topic.,10.33,0,1,138.85,25,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.13,0,0,250.73,4,Other,hi
20. Major Section,18.45,1,0,419.38,14,H1,en
6.7 उप अनुभाग,14.91,0,1,449.53,14,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.54,0,0,569,0,Other,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.46,0,1,129.7,33,Other,hi
13.12 Subsection,14.9,0,0,130.79,36,H2,en
19. Major Section,17.42,1,1,688.4,31,H1,en
10.15 Subsección,16.89,1,0,766.56,3,H2,es
17.15.8 Nested Section,12.41,0,0,116.19,9,H3,en
Ceci est une phrase d'exemple en français sur un certain sujet.,12.28,1,1,456.07,3,Other,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.82,0,1,309.3,17,Other,de
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.78,1,0,719.3,25,Other,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.27,1,0,363.57,35,Other,fr
18.11.10 Verschachtelter Abschnitt,12.84,1,0,785.6,23,H3,de
This is an example sentence in English about a certain topic.,12.87,0,0,668.88,13,Other,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.75,0,0,527.72,6,Other,de
Esta es una frase de ejemplo en español sobre un tema determinado.,13.68,0,1,229.19,21,Other,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.7,1,1,415.38,40,Other,hi
17.8.8 Sección anidada,13.27,0,0,431.78,13,H3,es
2.9 Subsection,14.87,0,0,414.8,30,H2,en
Ceci est une phrase d'exemple en français sur un certain sujet.,10.76,0,0,310.39,37,Other,fr
15.15 Unterabschnitt,16.82,0,0,631.95,2,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.9,0,0,406.12,26,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.1,0,0,730.93,15,Other,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,12.45,0,0,556.17,14,Other,fr
2.8.7 Verschachtelter Abschnitt,15.53,1,1,643.89,4,H3,de
4.9.5 Section imbriquée,13.12,0,1,633.42,32,H3,fr
16.5.2 Verschachtelter Abschnitt,14.03,0,1,715.5,36,H3,de
2. मुख्य अनुभाग,17.22,0,0,82.85,15,H1,hi
13.6 Subsection,16.26,1,1,664.65,6,H2,en
This is an example sentence in English about a certain topic.,11.81,1,1,541.2,20,Other,en
Esta es una frase de ejemplo en español sobre un tema determinado.,13.4,1,1,122.36,13,Other,es
1.10.4 नेस्टेड अनुभाग,12.35,0,0,562.13,28,H3,hi
Esta es una frase de ejemplo en español sobre un tema determinado.,13.53,0,0,181.85,1,Other,es
6. Hauptabschnitt,18.84,0,0,696.28,11,H1,de
Capítulo 9: Introducción a algo,23.18,1,0,764.79,3,Title,es
7.13.3 नेस्टेड अनुभाग,12.57,0,0,424.76,24,H3,hi
19.12.3 Sección anidada,13.79,1,1,599.98,27,H3,es
4.7 Subsection,16.65,1,0,203.73,19,H2,en
14.12 उप अनुभाग,16.03,0,0,360.56,3,H2,hi
Ceci est une phrase d'exemple en français sur un certain sujet.,11.27,0,0,341.88,6,Other,fr
11.9 Unterabschnitt,14.26,0,1,140.83,18,H2,de
2.4 उप अनुभाग,14.66,1,0,762.72,0,H2,hi
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.55,0,1,775.5,18,Other,de
3. Section principale,19.12,1,0,258.61,18,H1,fr
15.4 Subsection,14.54,0,0,702.76,39,H2,en
13.7 Unterabschnitt,14.26,1,1,534.17,34,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,11.88,1,0,285.37,18,Other,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.19,0,0,576.04,2,Other,hi
This is an example sentence in English about a certain topic.,11.06,1,0,711.32,12,Other,en
20.1 Sous-section,16.07,0,1,168.49,18,H2,fr
This is an example sentence in English about a certain topic.,11.09,0,0,437.38,26,Other,en
7. मुख्य अनुभाग,19.69,1,0,147.69,39,H1,hi
15.5.10 Section imbriquée,13.14,0,0,798.31,3,H3,fr
8.11.11 Nested Section,12.18,0,0,790.79,2,H3,en
14. मुख्य अनुभाग,18.72,1,1,79.87,37,H1,hi
9.14.5 नेस्टेड अनुभाग,15.71,0,1,727.75,0,H3,hi
This is an example sentence in English about a certain topic.,13.84,1,0,747,32,Other,en
16.9 Subsección,16.22,1,0,768.31,18,H2,es
Ceci est une phrase d'exemple en français sur un certain sujet.,10.52,1,1,793.27,7,Other,fr
8. Major Section,18.74,1,0,605.54,2,H1,en
Chapitre 9 : Introduction à quelque chose,23.87,1,0,515,15,Title,fr
14.3 Sous-section,16.24,0,1,520.97,8,H2,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.46,1,0,259.92,26,Other,hi
17.11 Subsection,17.63,0,0,745.52,36,H2,en
Capítulo 20: Introducción a algo,20.97,1,0,637.59,22,Title,es
2.10 Subsección,14.77,1,0,788.63,32,H2,es
This is an example sentence in English about a certain topic.,10.97,1,0,252.98,16,Other,en
3.7.7 नेस्टेड अनुभाग,12.6,1,0,428.59,28,H3,hi
20.8.6 Section imbriquée,13.8,1,0,71.77,9,H3,fr
9. Sección principal,17.91,1,0,60.47,9,H1,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,11.13,0,1,335.49,30,Other,de
1.14 Subsección,15.98,0,0,495.32,38,H2,es
11. Major Section,17.68,0,0,666.46,4,H1,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,13.15,0,0,603.32,38,Other,hi
This is an example sentence in English about a certain topic.,12.43,1,1,747.07,16,Other,en
8. Section principale,18.83,1,0,660.53,28,H1,fr
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.78,1,0,274.26,1,Other,de
1.11.2 Sección anidada,14.36,0,0,139.72,26,H3,es
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.59,0,1,355.98,35,Other,hi
2. Major Section,16.26,1,1,720.13,7,H1,en
16. Section principale,19.82,0,1,60.47,30,H1,fr
8.14 Unterabschnitt,14.17,0,0,111.95,35,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.1,1,0,739.32,29,Other,fr
2. मुख्य अनुभाग,17.65,1,0,407.7,37,H1,hi
1.3 Unterabschnitt,16.3,0,0,776.78,0,H2,de
9. Section principale,16.99,1,0,681.07,24,H1,fr
This is an example sentence in English about a certain topic.,10.48,1,0,400.46,27,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.57,0,1,264.07,16,Other,hi
12. Major Section,19.41,1,0,88.92,21,H1,en
15.15 Subsección,17.38,1,1,494.44,31,H2,es
19.1 Unterabschnitt,17.36,1,0,759.68,4,H2,de
Ceci est une phrase d'exemple en français sur un certain sujet.,10.94,0,0,385.53,8,Other,fr
18.1 Unterabschnitt,14.91,0,1,393.13,25,H2,de
3. Major Section,19.99,1,1,129.48,4,H1,en
This is an example sentence in English about a certain topic.,13.3,0,0,375.1,20,Other,en
8.5 Unterabschnitt,14.43,0,0,236.51,20,H2,de
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,12.31,0,1,432.91,3,Other,hi
This is an example sentence in English about a certain topic.,11.93,0,1,690.58,13,Other,en
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,11.68,1,0,366.1,29,Other,hi
7. Section principale,17.09,1,0,175.08,24,H1,fr
10.7.5 Sección anidada,13.56,1,0,447.37,32,H3,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.48,0,0,374.26,21,Other,de
10.6.6 Nested Section,12.75,0,0,269.25,0,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.96,1,0,461.51,32,Other,de
17. Major Section,16.5,1,0,161.88,10,H1,en
6.8.12 Sección anidada,12.15,0,0,257.08,32,H3,es
16.15.6 Nested Section,14.18,1,1,635.69,29,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,13.56,0,0,581.83,11,Other,de
2.9.4 Section imbriquée,15.87,0,0,726.02,24,H3,fr
20.4 Unterabschnitt,17.58,0,1,208.52,38,H2,de
This is an example sentence in English about a certain topic.,13.15,0,0,618.2,7,Other,en
8.9.1 Nested Section,15.25,1,0,196.97,27,H3,en
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,12.62,1,0,483.61,8,Other,de
10.9 Sous-section,17.6,1,0,162.49,14,H2,fr
Capítulo 12: Introducción a algo,21.19,1,1,661.57,30,Title,es
Dies ist ein Beispielsatz auf Deutsch zu einem bestimmten Thema.,10.27,1,0,325.89,1,Other,de
17. Section principale,19.89,1,0,310,5,H1,fr
यह किसी विषय के बारे में हिंदी में एक उदाहरण वाक्य है।,10.72,0,0,530.28,32,Other,hi
12. Sección principal,18.74,0,1,487.87,28,H1,es
1.15.2 नेस्टेड अनुभाग,15.73,0,0,441.48,29,H3,hi
This is an example sentence in English about a certain topic.,13.51,1,0,330.75,9,Other,en
